url,url_having_IP_Address,url_having_at_symbol,url_length,url_depth,url_redirection,url_http_domain,url_sortining_service,url_prefix_suffix,url_standard_port,url_google_index,dns_record,domain_age,domain_registration_length,statistical_report,page_mouse_over,page_right_click_disable,page_pop_up,page_iframe,page_website_forwarding,link_pointing_to_the_page,submit_email,redirection_count,server_from_handler,page_favicon,ssl_state,result
http://nevodevelopment.com/wp-content/plugins/lmocrknhgl/wellsfargo/www.wellsfargo.com,0,0,86,5,1,0,1,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,1.0,0,1
https://sites.google.com/view/mobile-fbmss/halaman-muka,0,0,55,3,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,-1,,0,1
https://dev.ei-ie.org/sociali/grace,0,0,35,2,1,1,0,1,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://www.ins.cloudns.nz,0,0,25,0,1,0,0,0,1,1,0,0,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
http://www.cashflowfxonline.com/wp-content/themes/twentytwenty/inc/toda,0,0,71,5,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,-1,1.0,0,1
https://outlook1541489.webcindario.com/T%C3%A9rminos%20y%20condiciones%20en%20tu%20cuenta%20de%20correo..html,0,0,109,1,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,1.0,0,1
http://d.sourcepoint.smoothradio.com,0,0,36,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://www.gkjx168.com/images/?us.battle.net/login/dyfdzx.com/js?fav.1&amp;fid=1&amp;fid.4.1252899642&amp;randu0013InboxLightaspxn.1774256418&amp;rand.13InboxLight.as&amp;ref=http:/jebvahnus.batt====,0,0,199,1,1,0,1,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,1.0,0,1
http://img.hunkercdn.com,0,0,24,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://sites.google.com/view/btmonthlypayment/bt,0,0,49,3,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,-1,,0,1
http://m23.cknauue.org,0,0,22,0,1,0,0,0,1,0,0,1,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://159.89.118.179/,0,0,22,0,1,0,0,0,1,1,0,1,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
http://avisotransacao.com,0,0,25,0,1,0,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://nt-cdn.coccoc.com,0,0,24,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,,0,0
https://www.mpaypal.cf/,0,0,23,0,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0,1
https://storage.googleapis.com/inboxino/brand.html#cl/13695_md/1/788/1401/109/376564,0,0,84,2,1,1,0,0,1,1,1,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://suite54.emarsys.net,0,0,26,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,-1.0,-1,0.0,0,0
http://dcc2.svc.ca2.internal.zone,0,0,33,0,1,0,0,0,1,0,0,0,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://edgeurl.com/iceboy,0,0,25,1,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,-1.0,0,,0,1
http://m28.rpzapum.net,0,0,22,0,1,0,0,0,1,0,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
https://betasusgirmek1.blogspot.com/,0,0,36,0,1,1,1,0,1,1,1,1,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,-1,1.0,0,1
http://forecast7.com,0,0,20,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,0
http://instagram.fnap5-2.fna.fbcdn.net,0,0,38,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0
http://ox-delivery-prod-us-west1.openx.net,0,0,42,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,0.0,0,0
https://mail.ims-fe.com/pascal/,0,0,31,1,1,1,0,1,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,-1,1.0,0,1
http://r2---sn-p5qlsnd6.c.2mdn.net,0,0,34,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,,0,0
https://j.mp/3jF7JnH,0,0,20,1,1,1,1,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,0.0,0,1
http://afreemart.xyz/index.php?main_page=product_info&amp;products_id=474204',0,0,77,1,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0,1
http://foodnetwork.co.uk,0,0,24,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://awseb-awseb-ofmspf5o9x65-1774368992.eu-west-1.elb.amazonaws.com,0,0,70,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://sharelink.sn.am/lYPBgpwGauq,0,0,35,1,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,1
http://sip414.ringcentral.co.uk,0,0,31,0,1,0,0,0,1,0,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
https://bit.ly/3vX6zYL?Confirmation,0,0,35,1,1,1,1,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,0.0,0,1
http://media.smoothadz.monster,0,0,30,0,1,0,0,0,1,0,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://xn--banrul-6va49f.com/,0,0,30,0,1,1,0,1,1,1,0,1,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,1
http://m25.gmdmpdm.com,0,0,22,0,1,0,0,0,1,0,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://pagefair.com,0,0,19,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,0
http://apimgmthsoqlnvwqufhwclivxran33zlyen5rc9yizi0y5biee.cloudapp.net,0,0,70,0,1,0,0,0,1,0,1,1,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,,0,0
http://moxie-concierge.s3.amazonaws.com,0,0,39,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://cursuri-sooraj.ro/rtdg/new/Antilope/IT/file,0,0,50,5,1,0,0,1,1,1,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
http://asusmembers.com,0,0,22,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://r3---sn-u0g3uxax3-pnud.googlevideo.com,0,0,45,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,,0,0
https://dzd.rksmb.org/conf07/--/https:/www2.netflix.com/index.php?q=z9kfak8nz9kf-4w03-z9kf4w034w03-9v1v4w03&s=z9kfak8nz9kf-4w03-z9kf4w034w03-9v1v4w03&n=z9kfak8nz9kf-4w03-z9kf4w034w03-9v1v4w03,0,0,191,5,1,1,1,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,,0,1
http://musical.ly.edgekey.net,0,0,29,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://reurl.cc/xEKNOZ?confirmation,0,0,36,1,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,-1,1.0,0,1
http://external-media11.public.wsjcm-a-15.prod.infra.webex.com,0,0,62,0,1,0,1,1,1,0,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://m15.wmpqyos.com,0,0,22,0,1,0,0,0,1,0,0,0,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://metamask.cam,0,0,19,0,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,-1,1.0,0,1
http://webhook001.serviz.com,0,0,28,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://gscmedia.b-cdn.net,0,0,25,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://bancaporlnternet-interbank.pe-pl.com/doc/login.php,0,0,57,2,1,0,0,1,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
https://doclab-console-auth.firebaseapp.com/common/oauth2...,0,0,60,2,1,1,0,1,1,1,1,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0,1
http://zynga4-a.akamaihd.net,0,0,28,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://l.wl.co/l?u=https://where-memeke.com/r/uITlPmI,0,0,54,1,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,,0,1
http://xj3pr.mjt.lu/lnk/AVMAABcRnqMAAAAAAAAAABHQohkAAAAAzJoAAAAAABUjlQBfvNc9EKz_hk9TTsW9sgHBnXCLsQAU7cw/1/x68dxHd3XbapTGTcKy-Rug/aHR0cHM6Ly9iaXQubHkvM280Nzh1VA,0,0,159,5,1,0,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,-1.0,-1,,0,1
http://sinmo.chasecenter.com,0,0,28,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0
http://marketvit.by/wp-content/languages/cyberstore/webaccess/6cebb2fe1387e91096dedca2dd7625cd/,0,0,95,5,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://appgateway.reality.app,0,0,29,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,,0,0
https://btopenworld247.weebly.com/,0,0,34,0,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,1.0,0,1
https://storage.googleapis.com/hmosrwfggcwzbcyjpndfmmzbpmaxzdiq/YRTYrhgfghvhgfTRYTDFGHchgRTYFGHCVGHFHGDW.html,0,0,109,2,1,1,0,0,1,1,1,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://xjm7s.mjt.lu/lnk/AMwAAIyL1pgAAAAAAAAAAPuSsBgAAYDH_Z4AAAAAABUbDwBf020fG26QBtw0TMeDOt-koZXUJQAU5dI/2/92eUCBNH8SyLIHWSsYbp8g/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA,0,0,159,5,1,0,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,-1.0,0,0.0,0,1
http://collageapi.thinkyeah.com,0,0,31,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1,0
https://sgp1.digitaloceanspaces.com/hvsdb898giueh028egd8ugbenliuuagbdoc/index.html,0,0,82,2,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://operanewsapp.com,0,0,23,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,-1.0,0,1.0,0,0
http://ad11p.adfarm1.adition.com,0,0,32,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://www.stevencrews.com/soff/english%20newchn/newchn/index.php,0,0,65,4,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0,1
https://vvvwwmetams.top/index7.html,0,0,35,1,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,-1,1.0,0,1
https://btbroadbands453122689.boxmode.io/,0,0,41,0,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,1.0,0,1
https://smbc-support.com/client/index.html,0,0,42,2,1,1,1,1,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0,1
https://www.visve.vivcoee.com/,0,0,30,0,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,1
https://harborstars.info/doc/sihle/home/?sslchannel=true&amp;sessionid=rtfRMY0wnxUMv5Dqb19UjsqHdJ1jgXOPSa4EI8GNHW18hZ2GlS8wvTpeWvM91fu5CoeN5AdsSomFrAeh,0,0,151,3,1,1,0,0,1,1,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
http://m10.zxogsrx.me,0,0,21,0,1,0,0,0,1,0,0,1,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://edge-006.uslax2.ce.apple-dns.net,0,0,39,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://sites.google.com/view/btconnectoffice3655/office365,0,0,59,3,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,-1,,0,1
https://dkb1231ag.site44.com/DKB.html,0,0,37,1,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,1.0,0,1
http://zhongzhuanserver.com,0,0,27,0,1,0,0,0,1,0,0,0,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://v9-id-a.tiktokcdn.com.baishan-cloud.net,0,0,46,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://metrics.pendular.io,0,0,26,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0
http://groupwhattsap.jkub.com/,0,0,30,0,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,-1,0.0,0,1
http://stdtime.gov.tw,0,0,21,0,1,0,0,0,1,0,0,1,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
https://anjalijha167.github.io/facebook_replicate,0,0,49,1,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,1
http://frames-bancanet-banamex-1414732822.us-east-1.elb.amazonaws.com,0,0,69,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0
http://zlink6.com,0,0,17,0,1,0,0,0,1,0,0,0,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://scontent-pmo1-1.xx.fbcdn.net,0,0,35,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0
https://shop.prunescape.com.au/,0,0,31,0,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,1
https://bit.ly/3i8tJUl,0,0,22,1,1,1,1,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,0.0,0,1
http://MAMABEARCOFFEE.COM/warehousing.php?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+muejft+%28artificeappear%29,0,0,128,1,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://pelispedia-v1.wtf,0,0,24,0,1,0,0,1,1,0,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0
https://financiallifecoaching.builderallwp.com/wp-content/themes/skanda/?qzwoiiniuGYTRYwysvwedbygVDRwydgCCYyueuuyywUBYVYUbxuWu,0,0,126,3,1,1,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
http://analytics.tradedoubler.com,0,0,33,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0
http://simsparentservice.azurewebsites.net,0,0,42,0,1,0,0,0,1,0,1,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,-1.0,0,1.0,0,0
http://o365microsoftonline.com/,0,0,31,0,1,0,0,0,1,1,0,1,1,,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,1
https://poincakesvvep-pay.com,0,0,29,0,1,1,0,1,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
https://is.gd/Konto_sparkasse,0,0,29,1,1,1,1,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
https://1drv.ms/u/s!AqzH3mzUvkddmBmDYu98fBfw9DOY?e=mDjoRX,0,0,57,2,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,-1.0,1.0,1.0,0,,0,1
http://secure.ecglb.bac.com,0,0,27,0,1,0,0,0,1,0,0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,0
http://spellsalsa.com,0,0,21,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
http://5164845456464.hyperphp.com/?i=1,0,0,38,0,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,1
https://eldopinades.com/surv/,0,0,29,1,1,1,0,0,1,1,0,1,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
https://madras.com.br/mbl/,0,0,26,1,1,1,0,0,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
https://customerpruef0143.xyz/s/anmeldung.php,0,0,45,2,1,1,0,0,1,1,0,1,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
http://raveos.com,0,0,17,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,0
http://es.smiletemplates.com,0,0,28,0,1,0,0,0,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0
http://occ-0-2430-1328.1.nflxso.net,0,0,35,0,1,0,0,1,1,0,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,0
https://5e841ae2.srvr-cloudmail-srvr6765e7tg.pages.dev/?emailtoken=@yorku.ca&amp;domain=yorku.ca,0,1,96,0,1,1,0,1,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,-1,1.0,0,1
https://southamerica-east1-noted-minutia-330211.cloudfunctions.net/mp2/http:/authsecuritymlib.pagina-oficial.com/login,0,0,118,4,1,1,0,1,1,1,1,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,,0,1
https://inpost.id-safety.fun/banks/ipko?track_id=84604273,0,0,57,2,1,1,0,1,1,1,0,1,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1
http://yoplwg2740634.byethost17.com,0,0,35,0,1,0,0,0,1,1,0,0,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,1
https://dhl-ru.com/,0,0,19,0,1,1,0,1,1,1,0,1,1,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0,1
